CHL(mg/m^3),SST(°C),salinity(ppt),salinity(PSU),Wind_Speed_ERA5(m/s),Wind_Direction_ERA5(degree north),TP(mm),STD_200Km,STD_100Km,SST_STD_12months(°C),SST_STD_6months(°C),Salinity_STD_6months,Status_TR10,delta(200-100),Next_Month_CHL,Next_Month_Status
2.7896,24.175,16467.35648,36.46735648,2.973981231,90.8361381,0,0.28,0.3112,2.037748792,1.544763781,59.63214227,Not Bloom,-0.0312,4.54101,NON_BLOOM
4.54101,25.15,16525.15417,36.52515417,4.279915897,75.45015022,0,0.3419,0.2493,1.886669059,1.229670236,53.54543903,Not Bloom,0.0926,2.60927,NON_BLOOM
2.60927,27.035,16587.56466,36.58756466,5.044426392,73.53736718,0,0.3829,0.3169,1.85662903,1.22619811,55.05590928,Not Bloom,0.066,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,3.07276,
3.07276,27.085,16422.49138,36.42249138,2.150578714,57.3917524,0.00005,0.7081,0.9724,1.638976381,0.784550915,80.36998346,Not Bloom,-0.2643,3.03852,NON_BLOOM
3.03852,27.38,16477.54167,36.47754167,0.48246264,-169.1591515,0.00514,0.2035,0.211,1.648832236,0.730893669,82.8450459,Not Bloom,-0.0075,5.85705,NON_BLOOM
5.85705,26.715,16539.55172,36.53955172,1.462874299,-148.9401669,0,0.3103,0.4054,1.648959057,0.694692678,68.62552102,Not Bloom,-0.0951,5.60971,NON_BLOOM
5.60971,25.665,16563.77083,36.56377083,0.662137821,136.0643026,0.00032,0.4363,0.5879,1.633205512,0.749646676,53.90710072,Not Bloom,-0.1516,1.78844,NON_BLOOM
1.78844,23.655,16543.74167,36.54374167,3.090477064,111.6073803,0.00156,0.5536,0.7624,1.625433436,1.316853626,49.90476196,Not Bloom,-0.2088,3.13627,NON_BLOOM
3.13627,23.59,16490.96296,36.49096296,3.898357918,90.97200922,0.00004,0.2719,0.2976,1.706329516,1.54941835,48.12586328,Not Bloom,-0.0257,3.86279,NON_BLOOM
3.86279,24.85,16528.675,36.528675,4.765162949,82.59784652,0,0.4838,0.4208,1.729757329,1.431431151,30.23512576,Not Bloom,0.063,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,4.25697,
4.25697,26.59,16382.24138,36.38224138,3.275726079,59.40827567,0.00007,0.7774,0.8378,1.456579898,0.679230058,76.87254323,Not Bloom,-0.0604,3.28573,NON_BLOOM
3.28573,27.245,16449.55,36.44955,0.589586714,5.769197719,0,0.7084,0.8158,1.448228983,0.668385285,74.3575847,Not Bloom,-0.1074,2.52366,NON_BLOOM
2.52366,27.6,16593.2931,36.5932931,0.877058323,-92.34503824,0.00027,0.4505,0.4845,1.492956379,0.677187812,76.26307401,Not Bloom,-0.034,1.77737,NON_BLOOM
1.77737,26.175,16642.66667,36.64266667,4.147350992,116.8472866,0.00005,0.5505,0.6976,1.481418239,0.800663353,91.91786206,Not Bloom,-0.1471,1.13022,NON_BLOOM
1.13022,23.805,16586.33333,36.58633333,4.870462774,141.6767176,0.00067,0.4696,0.6129,1.459132876,1.223715029,97.32481409,Not Bloom,-0.1433,3.12353,NON_BLOOM
3.12353,23.485,16474.11111,36.47411111,4.204608029,86.96426936,0,0.3121,0.2852,1.475920793,1.603659011,92.06368883,Not Bloom,0.0269,2.8976,NON_BLOOM
2.8976,25.22,16507.74167,36.50774167,4.769164055,75.77865442,0.00185,0.4062,0.3261,1.44788705,1.574562549,69.59317793,Not Bloom,0.0801,1.18585,NON_BLOOM
1.18585,26.615,16561.48276,36.56148276,3.132644381,61.69467686,0.00011,0.5149,0.3823,1.441479034,1.478672453,55.88739558,Not Bloom,0.1326,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,2.31776,
2.31776,25.87,16537.43333,36.53743333,1.480143534,-146.9780186,0.0013,0.327,0.4284,1.241011013,0.767325804,63.9009987,Not Bloom,-0.1014,1.13361,NON_BLOOM
1.13361,23.685,16510.93333,36.51093333,1.83823805,-175.8911823,0.00161,0.5228,0.6622,1.259764914,1.175685675,60.90025367,Not Bloom,-0.1394,1.58447,NON_BLOOM
1.58447,23.08,16491.81481,36.49181481,2.102524038,107.1611717,0.00132,0.3701,0.4191,1.360156432,1.550839602,57.59661538,Not Bloom,-0.049,4.39186,NON_BLOOM
4.39186,24.335,16450.8,36.4508,3.805607949,79.6972056,0.00188,0.4035,0.3032,1.414145551,1.59795616,50.57690918,Not Bloom,0.1003,2.07206,NON_BLOOM
2.07206,26.135,16516.68966,36.51668966,4.098304183,82.18263365,0,0.4294,0.366,1.417186179,1.48130784,29.71832355,Not Bloom,0.0634,2.03655,NON_BLOOM
2.03655,27.675,16511.86667,36.51186667,5.599716674,66.09606401,0.00007,0.4262,0.5731,1.420990644,1.578881461,26.96964617,Not Bloom,-0.1469,,NON_BLOOM
,28.045,16577.06897,36.57706897,4.556276552,53.70044643,0.00007,0.449,0.5399,1.514578404,1.919999457,37.37775691,Not Bloom,,,
,27.215,16512.2,36.5122,5.210297877,50.35540234,0.0002,1.2771,1.032,1.537091861,1.813905585,37.38678631,Bloom,,,
,26.265,16329,36.329,3.964542411,38.28439465,0.00014,0.5813,0.4989,1.530375033,1.230158075,77.91309708,Bloom,,6.68146,NON_BLOOM
6.68146,26.755,16233.55172,36.23355172,4.152019721,63.28920143,0.00004,0.5657,0.5796,1.532448794,0.700119037,122.2818028,Not Bloom,-0.0139,15.23164,BLOOM
15.23164,27.08,16285.9,36.2859,2.916077532,79.57292962,0.00001,0.4759,0.5509,1.5405816,0.580515217,130.2634705,Bloom,-0.075,8.95053,NON_BLOOM
8.95053,26.615,16440.34483,36.44034483,1.734896291,131.16335,0.00002,0.5118,0.632,1.508150714,0.561696958,123.3251902,Not Bloom,-0.1202,1.80914,NON_BLOOM
1.80914,25.285,16439.9,36.4399,1.921616224,-177.0969758,0.00008,0.441,0.6028,1.522980676,0.638960201,97.77048729,Not Bloom,-0.1618,1.39096,NON_BLOOM
1.39096,23.3,16377.16667,36.37716667,2.346364541,138.4656921,0.00001,0.4778,0.5987,1.574880231,1.284810838,76.47059026,Not Bloom,-0.1209,5.4252,NON_BLOOM
5.4252,23.89,16380.85185,36.38085185,3.289929369,88.91883495,0.00002,0.2558,0.2006,1.46239025,1.46013912,76.42850887,Not Bloom,0.0552,3.11179,NON_BLOOM
3.11179,23.9,16401.73333,36.40173333,4.260820737,79.98780816,0.00005,0.3355,0.2546,1.509088209,1.434522762,51.98449324,Not Bloom,0.0809,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,0.94153,
0.94153,26.755,16287.33333,36.28733333,3.787605956,47.90401142,0.00038,0.8264,0.8829,1.347961617,1.153003325,77.74186841,Not Bloom,-0.0565,6.81443,NON_BLOOM
6.81443,27.975,16221.65517,36.22165517,3.646792478,57.03960293,0.00007,0.4816,0.615,1.45900431,0.825456524,111.4321659,Not Bloom,-0.1334,15.55185,BLOOM
15.55185,27.685,16279.4,36.2794,3.905756039,72.54524861,0.00003,0.4239,0.5798,1.50909235,0.664623954,118.3260172,Bloom,-0.1559,4.41473,NON_BLOOM
4.41473,28.04,16395.68966,36.39568966,1.712648094,104.3327379,0.00005,0.3486,0.4522,1.610705666,0.478725884,110.7546435,Not Bloom,-0.1036,1.24589,NON_BLOOM
1.24589,25.67,16448.36667,36.44836667,1.453556556,-167.8095938,0.00249,0.3983,0.5398,1.598897841,0.825456524,88.71288764,Not Bloom,-0.1415,1.45262,NON_BLOOM
1.45262,23.71,16438.9,36.4389,2.039414382,167.4834802,0.00002,0.4344,0.5455,1.542421437,1.54775487,86.51952422,Not Bloom,-0.1111,2.21965,NON_BLOOM
2.21965,23.745,16355.7037,36.3557037,3.128441276,83.66642121,0.00019,0.2581,0.2619,1.560295278,1.880870255,82.55620296,Not Bloom,-0.0038,3.22261,NON_BLOOM
3.22261,24.53,16400.9,36.4009,3.378449393,77.03191246,0.00155,0.3061,0.2965,1.494384105,1.753837855,56.69196858,Not Bloom,0.0096,2.60807,NON_BLOOM
2.60807,26.675,16437.48276,36.43748276,4.851871755,69.22490499,0,0.276,0.3376,1.487322819,1.582192572,32.27431248,Not Bloom,-0.0616,1.49581,NON_BLOOM
1.49581,27.255,16413.76667,36.41376667,5.693416248,66.07780231,0.00004,0.61,0.5071,1.508253681,1.37724791,31.36354579,Not Bloom,0.1029,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,8.25549,
8.25549,26.815,16455,36.455,3.987714171,70.04519329,0.00006,0.5221,0.6151,1.846894917,1.247025349,25.29907083,Not Bloom,-0.093,13.13049,BLOOM
13.13049,26.82,16518.76667,36.51876667,2.381850616,127.8304485,0,0.4973,0.4827,1.820219147,1.229042367,39.43083308,Bloom,0.0146,4.33001,NON_BLOOM
4.33001,27.065,16643.24138,36.64324138,3.191080176,85.48678015,0.00003,0.4154,0.4167,1.772491577,1.241985697,77.52395123,Not Bloom,-0.0013,1.58395,NON_BLOOM
1.58395,25.795,16676.63333,36.67663333,1.672948116,-157.4732773,0.0001,0.4053,0.5098,1.768199954,1.180090627,101.2953538,Not Bloom,-0.1045,1.21451,NON_BLOOM
1.21451,23.25,16469.2,36.4692,2.034933052,-154.7453536,0.00108,0.5707,0.7149,1.831412393,1.307618701,101.3047782,Not Bloom,-0.1442,4.96791,NON_BLOOM
4.96791,22.575,16491.21429,36.49121429,3.411959485,150.7180297,0.00016,0.3608,0.4189,1.995487748,1.805036165,85.9874638,Not Bloom,-0.0581,4.37688,NON_BLOOM
4.37688,23.84,16337.33333,36.33733333,4.029114236,78.85643376,0,0.3714,0.3538,2.055598174,1.752420746,112.8830971,Not Bloom,0.0176,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,4.40723,
4.40723,26.29,16448.65517,36.44865517,4.605568217,63.38280746,0.00005,0.5403,0.5267,1.706642456,0.923595405,97.90646745,Not Bloom,0.0136,19.31903,BLOOM
19.31903,27.35,16464.76667,36.46476667,2.598771726,74.62799613,0.00001,0.3502,0.4236,1.737345916,0.702309682,78.83098049,Bloom,-0.0734,7.75844,NON_BLOOM
7.75844,26.6,16511.2069,36.5112069,1.683241465,-177.8688524,0,0.429,0.5256,1.716209638,0.711292349,56.38981149,Not Bloom,-0.0966,1.15147,NON_BLOOM
1.15147,25.81,16446.2,36.4462,1.139275416,158.8865763,0.00143,0.3331,0.4788,1.716159108,0.519029543,59.78276343,Not Bloom,-0.1457,0.90847,NON_BLOOM
0.90847,23.995,16413.56667,36.41356667,0.95407904,-138.3159881,0.00119,0.4385,0.5289,1.631555314,1.087192166,58.17876731,Not Bloom,-0.0904,1.75544,NON_BLOOM
1.75544,23.495,16358.03704,36.35803704,3.346475072,87.14221442,0.00007,0.3679,0.4047,1.487108667,1.38979315,46.92693645,Not Bloom,-0.0368,1.57751,NON_BLOOM
1.57751,24.75,16443.76667,36.44376667,4.054294391,75.66214192,0.00006,0.2922,0.2684,1.394791589,1.378978084,46.81894329,Not Bloom,0.0238,1.77348,NON_BLOOM
1.77348,26.32,16454.89655,36.45489655,5.246744376,80.52792858,0.00001,0.3812,0.4431,1.383804137,1.164705494,46.07291883,Not Bloom,-0.0619,0.64749,NON_BLOOM
0.64749,28.73,16601.7,36.6017,5.093301611,70.84828759,0.00001,0.31,0.3434,1.554038366,1.734324236,73.9591428,Not Bloom,-0.0334,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,3.26754,
3.26754,27.215,16409.72414,36.40972414,4.630538764,61.59939943,0.00009,0.589,0.6651,1.611244128,0.824634599,73.25616429,Not Bloom,-0.0761,24.32765,BLOOM
24.32765,27.405,16432.66667,36.43266667,3.26861745,86.51421056,0,0.5154,0.6405,1.613800455,0.611524166,75.86129709,Bloom,-0.1251,5.34815,NON_BLOOM
5.34815,26.94,16525.31034,36.52531034,1.644004809,119.7528422,0.00011,0.3612,0.4735,1.618628696,0.513398941,61.90352444,Not Bloom,-0.1123,1.82023,NON_BLOOM
1.82023,25.485,16561.86667,36.56186667,0.369332371,129.1256709,0.00064,0.4147,0.5104,1.632751172,0.817197532,53.70116377,Not Bloom,-0.0957,1.53629,NON_BLOOM
1.53629,24.295,16584.46667,36.58446667,1.294631133,118.012137,0.00039,0.3804,0.4744,1.596376539,1.129644733,67.36412524,Not Bloom,-0.094,4.81111,NON_BLOOM
4.81111,23.71,16547.2963,36.5472963,1.794373675,108.5227019,0.00077,0.3392,0.4173,1.563339719,1.449125215,65.69659267,Not Bloom,-0.0781,2.77474,NON_BLOOM
2.77474,24.815,16635.16667,36.63516667,5.443039466,81.27300318,0,0.3383,0.3146,1.557282623,1.342124146,61.82902856,Not Bloom,0.0237,2.19786,NON_BLOOM
2.19786,25.9,16548.62069,36.54862069,6.008536068,72.81957351,0,0.6365,0.6237,1.566302706,1.063459044,35.2186129,Not Bloom,0.0128,1.06449,NON_BLOOM
1.06449,28.445,16595.56667,36.59556667,6.355238442,69.02927586,0.00002,0.5688,0.7146,1.534062044,1.524149125,30.76913933,Not Bloom,-0.1458,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,17.79674,
17.79674,27.24,16385.55172,36.38555172,4.428331124,70.6159068,0.00002,0.6246,0.7536,1.658366991,0.991298601,214.9129162,Bloom,-0.129,22.8711,BLOOM
22.8711,27.675,16449,36.449,2.956602263,74.38078394,0.00001,0.4984,0.6131,1.670824969,0.55889524,210.8299995,Bloom,-0.1147,4.42347,NON_BLOOM
4.42347,27.15,16386.48276,36.38648276,1.012462803,155.7004639,0.00001,0.424,0.4935,1.675078926,0.618619094,198.8735705,Not Bloom,-0.0695,2.81094,NON_BLOOM
2.81094,24.97,16297.23333,36.29723333,2.308672457,176.9094562,0.00026,0.3996,0.5106,1.710524814,1.171148831,185.2774951,Not Bloom,-0.111,1.843,NON_BLOOM
1.843,23.335,16235.13333,36.23513333,1.380725914,121.9639037,0.00002,0.4424,0.5392,1.834601266,1.638117356,146.0534753,Not Bloom,-0.0968,2.80954,NON_BLOOM
2.80954,22.99,16088.88889,36.08888889,2.258420808,66.81012501,0.00018,0.2792,0.2836,1.93469941,1.902951655,119.3625643,Not Bloom,-0.0044,2.16804,NON_BLOOM
2.16804,24.615,16060.86667,36.06086667,3.818887083,81.73448021,0.00007,0.2733,0.2395,1.949638321,1.763024745,142.8035369,Not Bloom,0.0338,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,8.1629,
8.1629,28.675,16751.83333,36.75183333,3.143511025,36.41732683,0.00025,0.5681,0.5276,1.922194339,1.546615705,227.6577867,Not Bloom,0.0405,14.75825,BLOOM
14.75825,27.32,16600.13793,36.60013793,3.902883448,58.80725734,0.00067,0.533,0.5152,1.925268515,1.029652045,138.9558795,Bloom,0.0178,3.34156,NON_BLOOM
3.34156,27.805,16470,36.47,2.765456624,60.31556272,0.00003,0.4161,0.5204,1.93278454,0.696184043,103.8164038,Not Bloom,-0.1043,3.32511,NON_BLOOM
3.32511,27.695,16405.75862,36.40575862,1.407445666,97.46693936,0.00155,0.2169,0.2854,1.955972158,0.562380852,117.9714275,Not Bloom,-0.0685,1.37866,NON_BLOOM
1.37866,25.75,16147.26667,36.14726667,2.639806262,179.8633277,0.00025,0.3706,0.4483,1.918222376,0.912619855,198.3701026,Not Bloom,-0.0777,1.59117,NON_BLOOM
1.59117,24,16388.56667,36.38856667,1.096091321,156.4802893,0.00161,0.471,0.5803,1.83320241,1.554915369,187.4167389,Not Bloom,-0.1093,1.69269,NON_BLOOM
1.69269,22.26,16354.21429,36.35421429,2.481534878,175.8039806,0.00003,0.4284,0.4702,1.958892606,2.069436316,135.951121,Not Bloom,-0.0418,4.7234,NON_BLOOM
4.7234,22.715,16350.56667,36.35056667,3.683510797,90.41790089,0.00001,0.3,0.2811,2.171121182,2.214118993,100.0588316,Not Bloom,0.0189,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,4.898,
4.898,26.435,16333.93103,36.33393103,4.267278427,63.84932161,0.00003,0.5933,0.7377,1.734706187,0.646467431,67.39102233,Not Bloom,-0.1444,8.27484,NON_BLOOM
8.27484,27.585,16404.16667,36.40416667,2.326098253,76.5989551,0.00001,0.4064,0.5301,1.712627124,0.632510979,65.92637348,Not Bloom,-0.1237,1.98498,NON_BLOOM
1.98498,27.665,16476.17241,36.47617241,1.945351581,110.5704992,0.00002,0.3282,0.3785,1.709600952,0.745819832,67.73311907,Not Bloom,-0.0503,1.71501,NON_BLOOM
1.71501,25.735,16680.9,36.6809,1.473251381,-164.0782845,0.00129,0.3474,0.4105,1.709501785,0.826007802,116.2557888,Not Bloom,-0.0631,1.59396,NON_BLOOM
1.59396,23.495,16568.07692,36.56807692,1.895327762,137.7901174,0.00001,0.5085,0.5575,1.754157957,1.415587825,122.8779508,Not Bloom,-0.049,1.7306,NON_BLOOM
1.7306,23.345,16541,36.541,1.727623988,118.6734295,0.0001,0.2747,0.3025,1.602963997,1.74944515,112.8184044,Not Bloom,-0.0278,2.06297,NON_BLOOM
2.06297,24.525,16500.89474,36.50089474,3.425237362,78.54486996,0.00002,0.2908,0.2777,1.390315399,1.762287024,85.54466674,Not Bloom,0.0131,3.2249,NON_BLOOM
3.2249,24.995,16544.14815,36.54414815,4.253499715,70.59301699,0.00063,0.4945,0.4669,1.399056912,1.464157892,65.08685356,Not Bloom,0.0276,3.47443,NON_BLOOM
3.47443,26.775,16483.66667,36.48366667,6.24308552,70.48926037,0.00001,0.5243,0.5955,1.395093336,1.204694521,63.67897339,Not Bloom,-0.0712,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,23.25326,
23.25326,26.07,16491.03448,36.49103448,4.614773095,65.24377565,0.00008,0.6728,0.7345,1.62529869,1.144871414,73.32900956,Bloom,-0.0617,10.19815,BLOOM
10.19815,28.025,16619.03333,36.61903333,2.912552441,71.3925008,0.00001,0.4457,0.5077,1.664016643,0.924872364,76.21242483,Bloom,-0.062,4.61657,NON_BLOOM
4.61657,27.105,16588.60714,36.58860714,0.387179978,-164.6962427,0.00003,0.4294,0.5119,1.626528768,0.906806055,65.56223001,Not Bloom,-0.0825,1.80127,NON_BLOOM
1.80127,25.38,16622.9,36.6229,3.063751828,178.951152,0.00001,0.4126,0.458,1.635013326,0.839163356,61.44148525,Not Bloom,-0.0454,2.84117,NON_BLOOM
2.84117,23.4,16626.26667,36.62626667,1.416616344,-170.2782904,0.00034,0.435,0.5491,1.647357101,1.496722577,46.7031232,Not Bloom,-0.1141,4.45155,NON_BLOOM
4.45155,22.595,16561.81481,36.56181481,2.686839584,152.1809417,0.00008,0.4041,0.4932,1.757538525,1.919629775,47.74529402,Not Bloom,-0.0891,5.40903,NON_BLOOM
5.40903,23.705,16541.63333,36.54163333,1.891572459,79.60537178,0.00018,0.2069,0.2038,1.825839229,1.989126693,32.42405292,Not Bloom,0.0031,2.56716,NON_BLOOM
2.56716,25.275,16512.57143,36.51257143,3.573438568,63.87624254,0.00001,0.3108,0.3595,1.816250717,1.505370017,41.4124523,Not Bloom,-0.0487,1.77367,NON_BLOOM
1.77367,28.21,16525.06667,36.52506667,5.157034371,61.6954131,0.00004,0.3463,0.3676,1.914819898,1.834937366,44.73174956,Not Bloom,-0.0213,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,3.60388,
3.60388,27.9,16569.16667,36.56916667,1.682924302,77.09501807,0.00004,0.5137,0.595,1.964820638,0.668048568,70.78642957,Not Bloom,-0.0813,1.69233,NON_BLOOM
1.69233,26.86,16713.31034,36.71331034,1.277680323,140.3310047,0.00007,0.315,0.4379,1.95614004,0.699044983,82.15466019,Not Bloom,-0.1229,1.58428,NON_BLOOM
1.58428,25.505,16766.26667,36.76626667,1.381556625,-175.987658,0.00019,0.4287,0.4941,1.952401121,0.726135127,96.56825262,Not Bloom,-0.0654,1.93906,NON_BLOOM
1.93906,24.25,16869.93103,36.86993103,1.400998037,137.4132559,0.00097,0.3569,0.4985,1.864831315,1.207429835,127.7571441,Not Bloom,-0.1416,3.48107,NON_BLOOM
3.48107,24.09,16721.59259,36.72159259,1.494830121,82.10759227,0.00073,0.1817,0.1987,1.65683365,1.439474489,123.0455083,Not Bloom,-0.017,5.8462,NON_BLOOM
5.8462,23.63,16571.25,36.57125,2.557303473,84.80463934,0.00015,0.4103,0.4182,1.666889985,1.557754126,106.1312462,Not Bloom,-0.0079,0.90699,NON_BLOOM
0.90699,25.785,16568.65517,36.56865517,4.900683187,70.9391264,0,0.4582,0.587,1.645602515,1.125162951,106.2379963,Not Bloom,-0.1288,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,11.83487,
11.83487,26.77,16607.78571,36.60778571,3.602265293,68.16629837,0.00003,0.4553,0.5724,1.796156922,1.355169116,57.21853416,Bloom,-0.1171,3.47647,NON_BLOOM
3.47647,28.6,16460.36667,36.46036667,2.418304372,63.59773867,0.00002,0.2537,0.2907,1.853759084,1.166477663,78.02880365,Not Bloom,-0.037,1.88469,NON_BLOOM
1.88469,27.815,16771.58621,36.77158621,1.039045911,168.1275378,0,0.2282,0.2769,1.888660607,1.151999771,102.2432042,Not Bloom,-0.0487,1.28841,NON_BLOOM
1.28841,25.53,16874.53333,36.87453333,2.131644408,173.4928507,0.00001,0.3431,0.4721,1.887512831,0.969718244,130.4289133,Not Bloom,-0.129,1.31542,NON_BLOOM
1.31542,24.3,16738.96667,36.73896667,2.437619331,102.299335,0.00009,0.4293,0.5983,1.882460113,1.41067286,130.8794049,Not Bloom,-0.169,3.22451,NON_BLOOM
3.22451,24.02,16777.28571,36.77728571,1.916940404,121.3211296,0,0.3934,0.5633,1.890206623,1.707819638,134.6911729,Not Bloom,-0.1699,3.14698,NON_BLOOM
3.14698,24.81,16708.8,36.7088,4.108313629,80.4348351,0.00081,0.3379,0.2979,1.761699533,1.749238922,127.6034177,Not Bloom,0.04,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,3.83685,
3.83685,27.72,16870.26667,36.87026667,4.271206868,49.95551889,0.00004,0.6674,0.5263,1.542317599,1.244021257,73.31820744,Not Bloom,0.1411,5.96652,NON_BLOOM
5.96652,26.385,16901.33333,36.90133333,4.849037414,60.4677708,0.00008,0.7476,0.8009,1.541524318,0.88019608,91.83634046,Not Bloom,-0.0533,10.73707,BLOOM
10.73707,26.8,16682.03571,36.68203571,3.508493866,79.14965547,0,0.5265,0.6541,1.414495395,0.605672262,95.93263533,Bloom,-0.1276,5.6171,NON_BLOOM
5.6171,26.105,16607.62069,36.60762069,2.048179752,142.1404643,0,0.4603,0.5149,1.346584929,0.761070609,103.7798138,Not Bloom,-0.0546,2.07747,NON_BLOOM
2.07747,26.045,16877.68966,36.87768966,1.487493121,111.1131965,0.00002,0.4334,0.6065,1.331689286,0.805457513,109.1619806,Not Bloom,-0.1731,4.02246,NON_BLOOM
4.02246,24.39,16996.72414,36.99672414,1.274093205,-134.4864753,0.00088,0.4195,0.5893,1.32076071,1.000314187,134.039519,Not Bloom,-0.1698,6.61764,NON_BLOOM
6.61764,23.93,16812.0566,36.8120566,1.674210371,134.9380982,0.00004,0.3049,0.3389,1.333771477,1.061584573,132.3349505,Not Bloom,-0.034,4.27488,NON_BLOOM
4.27488,24.18,16752.44828,36.75244828,4.065956601,82.87419815,0.00004,0.362,0.3422,1.401056335,1.109957457,127.290819,Not Bloom,0.0198,2.52537,NON_BLOOM
2.52537,25.905,16657.60377,36.65760377,5.534037152,78.39813052,0,0.341,0.42,1.394323997,0.937206621,130.9565185,Not Bloom,-0.079,1.13803,NON_BLOOM
1.13803,27.415,16535.74214,36.53574214,6.285193658,70.55375115,0,0.4696,0.5566,1.383436241,1.248530525,148.6395556,Not Bloom,-0.087,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,16.64187,
16.64187,26.835,16541.23077,36.54123077,4.455175099,62.48254991,0.00005,0.604,0.5888,1.465257846,1.055904036,47.63747762,Bloom,0.0152,13.34183,BLOOM
13.34183,27.365,16642.02439,36.64202439,3.571077316,81.43490258,0.00001,0.5075,0.6018,1.491709671,0.87946322,44.18226552,Bloom,-0.0943,6.35395,NON_BLOOM
6.35395,26.53,16750.67857,36.75067857,1.517550431,123.9165554,0.00002,0.5824,0.7282,1.492288278,0.94605504,68.30543527,Not Bloom,-0.1458,2.54937,NON_BLOOM
2.54937,24.825,16754.3,36.7543,2.262612531,-153.1334557,0.00001,0.4577,0.5858,1.547473523,0.996378512,84.36866698,Not Bloom,-0.1281,2.91742,NON_BLOOM
2.91742,23.59,16751.46667,36.75146667,1.701938882,107.6365166,0.00002,0.4288,0.6081,1.6389383,1.289570342,91.19560162,Not Bloom,-0.1793,8.81346,NON_BLOOM
8.81346,23.625,16095.81481,36.09581481,2.046195939,86.91938448,0.00005,0.3391,0.4524,1.67502047,1.523804632,233.8746808,Not Bloom,-0.1133,2.51679,NON_BLOOM
2.51679,24.935,16500.07407,36.50007407,4.857441258,79.10871267,0.00001,0.3274,0.1995,1.614152254,1.397709436,235.7783541,Not Bloom,0.1279,1.22053,NON_BLOOM
1.22053,26.785,16443.03571,36.44303571,4.885146693,70.47140168,0,0.4011,0.4636,1.619972136,1.25344082,239.0305987,Not Bloom,-0.0625,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,9.48056,
9.48056,25.415,16486.00971,36.48600971,3.479613199,48.0914936,0.00005,0.7323,0.721,1.785872171,1.52720992,79.72553056,Not Bloom,0.0113,14.15084,BLOOM
14.15084,27.645,16511.74009,36.51174009,1.124534049,78.84014382,0.00001,0.5399,0.637,1.803106261,1.522745373,65.7239103,Bloom,-0.0971,2.3085,NON_BLOOM
2.3085,27.06,16654.90865,36.65490865,1.060348491,178.2312881,0,0.4291,0.4763,1.817298199,1.513884811,68.06567752,Not Bloom,-0.0472,1.362,NON_BLOOM
1.362,26.085,16643.33333,36.64333333,1.185844512,119.6083191,0.00001,0.4232,0.5858,1.768519223,1.497655575,69.90868556,Not Bloom,-0.1626,1.33569,NON_BLOOM
1.33569,24.24,16648.66946,36.64866946,0.754043305,102.3660359,0.00058,0.4635,0.6318,1.691736606,1.129599548,70.74293582,Not Bloom,-0.1683,4.15861,NON_BLOOM
