CHL(mg/m^3),SST(°C),salinity(ppt),salinity(PSU),Wind_Speed_ERA5(m/s),Wind_Direction_ERA5(degree north),TP(mm),STD_200Km,STD_100Km,SST_STD_12months(°C),SST_STD_6months(°C),Salinity_STD_6months,Status_TR10,delta(200-100),Next_Month_CHL,Next_Month_Status
28.64308,27.16,16464.76667,36.46476667,2.06639859,35.35020142,0,0.3579,0.4373,1.700046364,0.587967308,78.83098049,Bloom,-0.0794,9.79529,NON_BLOOM
9.79529,26.035,16511.2069,36.5112069,0.545224045,-123.3018656,0.00051,0.4396,0.5436,1.66836476,0.662311294,56.38981149,Not Bloom,-0.104,2.25348,NON_BLOOM
2.25348,25.44,16446.2,36.4462,1.185124594,122.9305085,0.00056,0.3373,0.4942,1.668189304,0.586169889,59.78276343,Not Bloom,-0.1569,1.54035,NON_BLOOM
1.54035,23.685,16413.56667,36.41356667,1.213184488,84.58923425,0.00141,0.4357,0.5335,1.564416103,1.069078328,58.17876731,Not Bloom,-0.0978,3.74971,NON_BLOOM
3.74971,23.34,16358.03704,36.35803704,2.133582241,32.8512321,0.00004,0.3713,0.4127,1.414259904,1.352191637,46.92693645,Not Bloom,-0.0414,2.16708,NON_BLOOM
2.16708,24.8,16443.76667,36.44376667,2.441149061,53.53181985,0.00221,0.2925,0.2585,1.317336328,1.317825439,46.81894329,Not Bloom,0.034,1.90425,NON_BLOOM
1.90425,25.89,16454.89655,36.45489655,2.024540548,50.42974656,0.00024,0.3884,0.454,1.299623877,1.03862088,46.07291883,Not Bloom,-0.0656,1.32299,NON_BLOOM
1.32299,28.68,16601.7,36.6017,2.484703114,67.07648421,0,0.306,0.347,1.505187327,1.755549336,73.9591428,Not Bloom,-0.041,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,9.85096,
9.85096,26.835,16409.72414,36.40972414,3.129940425,13.01786489,0.00002,0.5897,0.667,1.602849622,0.949797127,73.25616429,Not Bloom,-0.0773,20.98207,BLOOM
20.98207,26.935,16432.66667,36.43266667,2.026052419,55.40394224,0,0.5148,0.6521,1.592730665,0.747181742,75.86129709,Bloom,-0.1373,8.54924,NON_BLOOM
8.54924,26.5,16525.31034,36.52531034,1.865816523,23.14758793,0.00018,0.364,0.4924,1.5944885,0.59260489,61.90352444,Not Bloom,-0.1284,4.40911,NON_BLOOM
4.40911,25.085,16561.86667,36.56186667,0.554630819,173.7344726,0.00307,0.4109,0.5215,1.611784725,0.857483803,53.70116377,Not Bloom,-0.1106,3.15831,NON_BLOOM
3.15831,23.935,16584.46667,36.58446667,1.376683404,70.66198147,0.00046,0.3803,0.4803,1.580651017,1.101580935,67.36412524,Not Bloom,-0.1,5.32565,NON_BLOOM
5.32565,23.57,16547.2963,36.5472963,1.249572797,6.426404783,0.00235,0.3373,0.4211,1.546816623,1.365316406,65.69659267,Not Bloom,-0.0838,2.43409,NON_BLOOM
2.43409,24.78,16635.16667,36.63516667,2.428308564,75.29460583,0.00057,0.3249,0.3344,1.548361141,1.23294842,61.82902856,Not Bloom,-0.0095,2.00951,NON_BLOOM
2.00951,25.495,16548.62069,36.54862069,3.420628137,58.59613668,0,0.6228,0.6224,1.559257914,0.971474038,35.2186129,Not Bloom,0.0004,1.26395,NON_BLOOM
1.26395,28.115,16595.56667,36.59556667,2.501699336,56.54021201,0,0.5709,0.722,1.490380731,1.473257917,30.76913933,Not Bloom,-0.1511,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,52.35156,
52.35156,26.81,16385.55172,36.38555172,2.547295914,-0.258425921,0,0.6171,0.7479,1.675007618,1.128186844,214.9129162,Bloom,-0.1308,31.71432,BLOOM
31.71432,27.29,16449,36.449,1.949843198,34.85132431,0.00037,0.4956,0.6158,1.688665441,0.718097893,210.8299995,Bloom,-0.1202,8.40956,NON_BLOOM
8.40956,26.63,16386.48276,36.38648276,0.747709747,-158.1693683,0,0.4247,0.5043,1.690004109,0.818372368,198.8735705,Not Bloom,-0.0796,5.54039,NON_BLOOM
5.54039,24.71,16297.23333,36.29723333,0.259732325,-32.3687268,0.00016,0.3958,0.5166,1.716580247,1.251085085,185.2774951,Not Bloom,-0.1208,4.80729,NON_BLOOM
4.80729,23.005,16235.13333,36.23513333,1.511543382,14.77756641,0.00087,0.4442,0.5463,1.839566818,1.592818301,146.0534753,Not Bloom,-0.1021,3.47663,NON_BLOOM
3.47663,22.96,16088.88889,36.08888889,2.184803139,53.93434225,0.0028,0.2765,0.2891,1.919685801,1.782966668,119.3625643,Not Bloom,-0.0126,2.61229,NON_BLOOM
2.61229,24.505,16060.86667,36.06086667,3.327610723,52.88855087,0.00016,0.2726,0.2455,1.938078767,1.645030395,142.8035369,Not Bloom,0.0271,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,4.21535,
4.21535,28.635,16751.83333,36.75183333,3.061037806,-13.17220367,0,0.5588,0.5362,1.920912824,1.547339114,227.6577867,Not Bloom,0.0226,42.75599,BLOOM
42.75599,27.06,16600.13793,36.60013793,2.625481714,6.2026565,0,0.5348,0.5155,1.928921826,1.030070453,138.9558795,Bloom,0.0193,10.93947,BLOOM
10.93947,27.365,16470,36.47,1.269575978,9.931091268,0.00015,0.4192,0.5323,1.93254402,0.694728164,103.8164038,Bloom,-0.1131,5.34962,NON_BLOOM
5.34962,27.515,16405.75862,36.40575862,2.1500214,153.0861402,0.00073,0.2193,0.2857,1.963736297,0.616391831,117.9714275,Not Bloom,-0.0664,4.61645,NON_BLOOM
4.61645,25.265,16147.26667,36.14726667,1.123040515,-19.87644242,0.00002,0.3802,0.4646,1.932372606,1.081795383,198.3701026,Not Bloom,-0.0844,3.68087,NON_BLOOM
3.68087,23.47,16388.56667,36.38856667,2.053261426,54.49006156,0.00033,0.4656,0.5924,1.8688939,1.700018791,187.4167389,Not Bloom,-0.1268,3.81849,NON_BLOOM
3.81849,22.015,16354.21429,36.35421429,1.084625454,4.507718018,0.00121,0.4183,0.4742,2.024381936,2.09274076,135.951121,Not Bloom,-0.0559,4.01135,NON_BLOOM
4.01135,22.645,16350.56667,36.35056667,2.402985042,52.18136037,0.00009,0.2959,0.2758,2.217264957,2.171400758,100.0588316,Not Bloom,0.0201,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,4.52021,
4.52021,26.34,16333.93103,36.33393103,1.297753019,1.427864176,0,0.5924,0.752,1.817815147,0.812504701,67.39102233,Not Bloom,-0.1596,12.92293,BLOOM
12.92293,27.185,16404.16667,36.40416667,0.666062138,73.49711105,0.00025,0.4137,0.534,1.803029232,0.636283152,65.92637348,Bloom,-0.1203,3.97967,NON_BLOOM
3.97967,27.375,16476.17241,36.47617241,0.719151194,-164.5920291,0.00143,0.3367,0.3856,1.790250361,0.692698026,67.73311907,Not Bloom,-0.0489,3.34994,NON_BLOOM
3.34994,25.715,16680.9,36.6809,0.957796411,-49.80588006,0.00205,0.3426,0.4243,1.790250361,0.685921926,116.2557888,Not Bloom,-0.0817,4.20128,NON_BLOOM
4.20128,23.18,16568.07692,36.56807692,1.342011978,-0.242059387,0.00105,0.5001,0.5678,1.819329614,1.390440578,122.8779508,Not Bloom,-0.0677,3.93966,NON_BLOOM
3.93966,23.075,16541,36.541,1.937768964,35.65913231,0.00117,0.2728,0.3107,1.668181967,1.749613449,112.8184044,Not Bloom,-0.0379,1.9364,NON_BLOOM
1.9364,24.29,16500.89474,36.50089474,2.539328495,49.28698623,0.00001,0.2881,0.2703,1.478784692,1.748148227,85.54466674,Not Bloom,0.0178,3.56241,NON_BLOOM
3.56241,24.965,16544.14815,36.54414815,2.564550568,47.58241359,0.00132,0.4935,0.4734,1.481382319,1.491561449,65.08685356,Not Bloom,0.0201,4.65717,NON_BLOOM
4.65717,26.305,16483.66667,36.48366667,4.133155341,41.50981827,0,0.5264,0.6139,1.454344067,1.205596901,63.67897339,Not Bloom,-0.0875,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,1.09954,
1.09954,26.945,16597.41379,36.59741379,3.401116834,-18.30828421,0.00001,0.7703,0.7363,1.632258735,1.388439622,71.9047801,Not Bloom,0.034,5.72247,NON_BLOOM
5.72247,25.865,16491.03448,36.49103448,1.164048023,39.56915013,0,0.6666,0.7366,1.626625896,1.102602981,73.32900956,Not Bloom,-0.07,22.72079,BLOOM
22.72079,27.725,16619.03333,36.61903333,1.855106351,73.01134843,0,0.4462,0.5241,1.669808913,0.89539563,76.21242483,Bloom,-0.0779,11.42107,BLOOM
11.42107,26.8,16588.60714,36.58860714,1.032823572,-163.0036501,0.0023,0.429,0.5176,1.634553275,0.846737612,65.56223001,Bloom,-0.0886,4.42826,NON_BLOOM
4.42826,24.715,16622.9,36.6229,1.02258844,-172.8989461,0.00009,0.411,0.4583,1.664423647,0.951413057,61.44148525,Not Bloom,-0.0473,5.45482,NON_BLOOM
5.45482,22.945,16626.26667,36.62626667,0.986920232,-133.1559103,0.00256,0.4361,0.5618,1.695804873,1.599103264,46.7031232,Not Bloom,-0.1257,5.54117,NON_BLOOM
5.54117,22.18,16561.81481,36.56181481,1.388054811,-8.512895622,0.00132,0.4015,0.4943,1.82625808,1.985853441,47.74529402,Not Bloom,-0.0928,6.38426,NON_BLOOM
6.38426,23.7,16541.63333,36.54163333,1.64395116,16.52990459,0.00189,0.1989,0.2002,1.870173928,1.999509836,32.42405292,Not Bloom,-0.0013,3.37456,NON_BLOOM
3.37456,25.315,16512.57143,36.51257143,2.474160975,36.59019177,0.00007,0.3169,0.3756,1.862425008,1.535109705,41.4124523,Not Bloom,-0.0587,1.49777,NON_BLOOM
1.49777,27.985,16525.06667,36.52506667,2.779265623,45.37412319,0,0.3499,0.382,1.966598648,1.883783132,44.73174956,Not Bloom,-0.0321,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,7.29019,
7.29019,26.88,16498.93103,36.49893103,2.203303704,-2.931531138,0,0.4994,0.5298,1.999287851,1.083499987,74.70330423,Not Bloom,-0.0304,7.87508,NON_BLOOM
7.87508,27.455,16569.16667,36.56916667,0.205112439,64.23649509,0.00001,0.5082,0.6037,1.979656387,0.754994481,70.78642957,Not Bloom,-0.0955,3.80667,NON_BLOOM
3.80667,26.445,16713.31034,36.71331034,0.44581852,155.4626092,0.00009,0.3182,0.4538,1.967749702,0.777328045,82.15466019,Not Bloom,-0.1356,3.21593,NON_BLOOM
3.21593,24.96,16766.26667,36.76626667,0.979903233,47.07618286,0.00008,0.4277,0.5033,1.957492151,0.777328045,96.56825262,Not Bloom,-0.0756,3.43508,NON_BLOOM
3.43508,23.75,16869.93103,36.86993103,1.771998944,30.1216912,0.00049,0.3608,0.51,1.869145118,1.255585576,127.7571441,Not Bloom,-0.1492,6.01285,NON_BLOOM
6.01285,23.77,16721.59259,36.72159259,1.139372674,59.45085444,0.00032,0.1792,0.2054,1.643411509,1.46942071,123.0455083,Not Bloom,-0.0262,7.4084,NON_BLOOM
7.4084,23.45,16571.25,36.57125,1.380063144,28.93555111,0.0019,0.409,0.4138,1.674155882,1.504976929,106.1312462,Not Bloom,-0.0048,2.53755,NON_BLOOM
2.53755,25.735,16568.65517,36.56865517,2.996184399,62.06915574,0,0.4665,0.5956,1.663564822,1.118957848,106.2379963,Not Bloom,-0.1291,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,11.29029,
11.29029,26.655,16607.78571,36.60778571,2.345214213,9.102008424,0.00001,0.4571,0.5781,1.895666476,1.485832165,57.21853416,Bloom,-0.121,8.47043,NON_BLOOM
8.47043,28.4,16460.36667,36.46036667,0.705631995,28.15789231,0.00003,0.2578,0.293,1.967080597,1.342533105,78.02880365,Not Bloom,-0.0352,4.20195,NON_BLOOM
4.20195,27.505,16771.58621,36.77158621,1.542202404,-151.5231964,0.00231,0.2297,0.2827,1.998948812,1.331964141,102.2432042,Not Bloom,-0.053,2.27835,NON_BLOOM
2.27835,25.34,16874.53333,36.87453333,0.250976622,-56.83868149,0.00032,0.3475,0.4894,1.980333998,0.991856074,130.4289133,Not Bloom,-0.1419,2.67747,NON_BLOOM
2.67747,23.865,16738.96667,36.73896667,1.629925091,73.89410259,0.00134,0.4333,0.6151,1.968039422,1.467110728,130.8794049,Not Bloom,-0.1818,3.4744,NON_BLOOM
3.4744,23.485,16777.28571,36.77728571,2.62067872,47.72136716,0.00002,0.3993,0.5737,2.000424044,1.811047119,134.6911729,Not Bloom,-0.1744,3.64938,NON_BLOOM
3.64938,24.76,16708.8,36.7088,1.884712335,37.20306322,0.00128,0.3323,0.3097,1.872404268,1.812717611,127.6034177,Not Bloom,0.0226,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,4.89633,
4.89633,27.55,16870.26667,36.87026667,4.625490526,1.779308082,0,0.6214,0.5313,1.568301175,1.140008833,73.31820744,Not Bloom,0.0901,13.15244,BLOOM
13.15244,25.845,16901.33333,36.90133333,1.326503179,-13.29815885,0,0.7343,0.8024,1.568444636,0.872806775,91.83634046,Bloom,-0.0681,13.92713,BLOOM
13.92713,26.345,16682.03571,36.68203571,1.911552147,111.2163162,0,0.5291,0.6706,1.426820961,0.725033045,95.93263533,Bloom,-0.1415,5.972,NON_BLOOM
5.972,25.88,16607.62069,36.60762069,0.888286074,-39.57270972,0.00001,0.4653,0.5183,1.357578203,0.817554364,103.7798138,Not Bloom,-0.053,3.59974,NON_BLOOM
3.59974,25.55,16877.68966,36.87768966,2.085869039,51.68636373,0.00001,0.4406,0.6236,1.351419714,0.922168715,109.1619806,Not Bloom,-0.183,3.42436,NON_BLOOM
3.42436,23.86,16996.72414,36.99672414,0.645188763,104.3855997,0.00388,0.4243,0.6019,1.352057075,1.0943212,134.039519,Not Bloom,-0.1776,6.15729,NON_BLOOM
6.15729,23.59,16812.0566,36.8120566,0.890693802,79.80311729,0.00242,0.3009,0.3506,1.336455394,1.056474746,132.3349505,Not Bloom,-0.0497,3.02784,NON_BLOOM
3.02784,24.29,16752.44828,36.75244828,1.593209956,48.15368797,0.00225,0.3519,0.3481,1.37670721,1.051865076,127.290819,Not Bloom,0.0038,2.92064,NON_BLOOM
2.92064,25.63,16657.60377,36.65760377,2.094322527,63.6272394,0,0.3483,0.4394,1.376367691,0.915204895,130.9565185,Not Bloom,-0.0911,6.00229,NON_BLOOM
6.00229,27.145,16535.74214,36.53574214,3.713547783,39.94194831,0,0.4759,0.5762,1.365561545,1.230956324,148.6395556,Not Bloom,-0.1003,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,14.3737,
14.3737,26.65,16541.23077,36.54123077,1.527270698,7.646000891,0,0.6067,0.5904,1.46465084,1.081955855,47.63747762,Bloom,0.0163,19.03092,BLOOM
19.03092,26.935,16642.02439,36.64202439,1.395913192,37.15180913,0,0.5137,0.6156,1.487729441,0.918407438,44.18226552,Bloom,-0.1019,9.48067,NON_BLOOM
9.48067,25.93,16750.67857,36.75067857,1.00252149,159.8508748,0.0001,0.5935,0.7247,1.487536881,1.023634931,68.30543527,Not Bloom,-0.1312,5.2567,NON_BLOOM
5.2567,24.355,16754.3,36.7543,0.698441119,-90.09659589,0.00043,0.4578,0.5972,1.551342329,0.990039632,84.36866698,Not Bloom,-0.1394,3.57886,NON_BLOOM
3.57886,23.165,16751.46667,36.75146667,2.419837509,74.65186242,0.00008,0.4301,0.6215,1.636187557,1.318821286,91.19560162,Not Bloom,-0.1914,11.67354,BLOOM
11.67354,23.485,16095.81481,36.09581481,2.024525823,43.54311897,0.00027,0.3405,0.4627,1.648316639,1.492483017,233.8746808,Bloom,-0.1222,2.91212,NON_BLOOM
2.91212,24.92,16500.07407,36.50007407,2.701529739,49.42594653,0.00002,0.3256,0.1986,1.608636144,1.319721141,235.7783541,Not Bloom,0.127,2.1357,NON_BLOOM
2.1357,26.635,16443.03571,36.44303571,2.723614814,49.08957297,0.00001,0.4089,0.4722,1.620490966,1.241167685,239.0305987,Not Bloom,-0.0633,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,17.81178,
17.81178,25.25,16486.00971,36.48600971,1.181319017,-23.48999533,0,0.7261,0.7253,1.773179818,1.534811787,79.72553056,Bloom,0.0008,24.93255,BLOOM
24.93255,27.395,16511.74009,36.51174009,0.656307014,92.67235835,0.00012,0.5456,0.6394,1.801082236,1.539755572,65.7239103,Bloom,-0.0938,4.72188,NON_BLOOM
4.72188,26.62,16654.90865,36.65490865,1.627700656,11.78597616,0.00131,0.4316,0.479,1.812631413,1.534115969,68.06567752,Not Bloom,-0.0474,3.37929,NON_BLOOM
3.37929,25.495,16662.17917,36.66217917,1.191029969,40.85938629,0.00006,0.4271,0.6038,1.756018025,1.503564515,72.30255719,Not Bloom,-0.1767,3.27344,NON_BLOOM
3.27344,23.59,16676.12134,36.67612134,1.473374142,71.93217643,0.00007,0.4676,0.638,1.701189688,1.228609196,76.646389,Not Bloom,-0.1704,4.86268,NON_BLOOM
4.86268,22.7,16645.5,36.6455,0.977796746,25.89220934,0.00407,0.5112,0.6006,1.81093534,1.620817695,76.71155198,Not Bloom,-0.0894,2.75957,NON_BLOOM
2.75957,23.45,16600.9,36.6009,2.380880682,54.15381976,0.00143,0.4643,0.4718,1.926287809,1.741278266,55.85513037,Not Bloom,-0.0075,2.71591,NON_BLOOM
2.71591,24.87,16588.63362,36.58863362,2.841580042,41.48897285,0.00209,0.5341,0.4744,1.930657406,1.340355726,32.12854582,Not Bloom,0.0597,1.44182,NON_BLOOM
1.44182,26.64,16635.66946,36.63566946,4.932278821,21.55931503,0.00001,0.684,0.6345,1.885863345,1.345751804,31.23260967,Not Bloom,0.0495,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,5.30078,
5.30078,29.005,16669.49167,36.66949167,0.501424404,165.0515801,0.00003,0.2429,0.3253,2.142957579,0.944972075,58.65257725,Not Bloom,-0.0824,2.102,NON_BLOOM
2.102,27.84,16739.75,36.73975,1.243838889,-100.6066767,0.00133,0.285,0.3934,2.186304395,0.725009578,78.11211632,Not Bloom,-0.1084,2.06492,NON_BLOOM
2.06492,25.165,16727.9375,36.7279375,1.449278106,-36.88936478,0.00618,0.3596,0.5746,2.199023892,1.33820594,88.12827243,Not Bloom,-0.215,1.95956,NON_BLOOM
1.95956,22.655,16723.44167,36.72344167,1.376438637,7.036624592,0.00757,0.5508,0.7007,2.308578657,2.096971361,93.71450659,Not Bloom,-0.1499,3.0272,NON_BLOOM
3.0272,23.03,16561.17411,36.56117411,1.489645048,42.79474461,0.00068,0.3697,0.4032,2.267700745,2.423226872,81.54554967,Not Bloom,-0.0335,3.90098,NON_BLOOM
3.90098,23.625,16556.2375,36.5562375,1.464176781,32.96993413,0.00193,0.3311,0.2654,2.249947646,2.419125186,76.99515342,Not Bloom,0.0657,2.30771,NON_BLOOM
2.30771,25.64,16578.44828,36.57844828,3.516109143,20.7737942,0.00046,0.5314,0.4806,2.219174138,1.783067153,82.96171361,Not Bloom,0.0508,1.49993,NON_BLOOM
1.49993,27.83,16604.49583,36.60449583,5.071704979,25.31841118,0.00001,0.5931,0.6158,2.255812361,1.780095386,72.65890503,Not Bloom,-0.0227,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,7.02128,
7.02128,27.5,16495.15086,36.49515086,1.251077463,150.0666778,0,0.6362,0.8865,2.351763929,1.199841714,50.54922081,Not Bloom,-0.2503,11.21848,BLOOM
11.21848,27.005,16561.56118,36.56156118,1.472720609,-176.1342912,0,0.4943,0.5475,2.24328361,0.800092009,51.17529116,Bloom,-0.0532,8.70715,NON_BLOOM
8.70715,26.105,16548.82759,36.54882759,0.929932335,-24.49725543,0.00033,0.4782,0.5776,2.203056904,1.123541338,50.92279134,Not Bloom,-0.0994,2.19446,NON_BLOOM
2.19446,24.98,16676.90833,36.67690833,1.820512429,-33.65764427,0.00049,0.3093,0.3947,2.21144855,1.487798756,56.46118671,Not Bloom,-0.0854,2.62623,NON_BLOOM
2.62623,22.99,16575.70417,36.57570417,1.30339243,2.988169019,0,0.4547,0.635,2.167359985,1.904596961,54.55748264,Not Bloom,-0.1803,3.45837,NON_BLOOM
3.45837,24.07,16484.04167,36.48404167,2.046429878,49.67909523,0.00004,0.2807,0.3155,2.052871803,1.593007289,63.19767267,Not Bloom,-0.0348,4.71327,NON_BLOOM
4.71327,25.21,16537.3125,36.5373125,3.50126837,38.78572218,0,0.3377,0.2408,1.917860634,1.301854447,58.0616998,Not Bloom,0.0969,2.30207,NON_BLOOM
2.30207,26.97,16603.96983,36.60396983,3.885112231,31.87249932,0,0.3859,0.3274,1.902581716,1.293175731,59.88020236,Not Bloom,0.0585,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,4.30464,
4.30464,26.74,16412.85776,36.41285776,0.940053266,47.57541018,0.00001,0.7121,0.9757,1.88213582,1.12871024,90.12708717,Not Bloom,-0.2636,3.53085,NON_BLOOM
3.53085,27.305,16484.79167,36.48479167,0.418780964,1.684331816,0.00017,0.2029,0.2156,1.890722369,1.087412832,91.12481003,Not Bloom,-0.0127,12.18768,BLOOM
12.18768,26.49,16583.00862,36.58300862,0.776283239,-48.05191384,0.00023,0.3139,0.4121,1.886677341,1.092591212,81.45949648,Bloom,-0.0982,10.09638,BLOOM
10.09638,25.15,16613.20833,36.61320833,1.467084209,25.91500524,0.00156,0.4426,0.6006,1.875427544,1.291803219,73.61097285,Bloom,-0.158,3.6996,NON_BLOOM
3.6996,22.98,16575.81667,36.57581667,1.685296896,29.41840813,0.0096,0.5597,0.7802,1.877017803,1.466754969,72.89238599,Not Bloom,-0.2205,4.41712,NON_BLOOM
4.41712,23.29,16511.90278,36.51190278,1.963145661,57.36660682,0.00016,0.2731,0.3025,1.973327351,1.68080937,68.22254757,Not Bloom,-0.0294,6.53673,NON_BLOOM
6.53673,24.98,16542.18333,36.54218333,3.71002009,33.99930394,0.00001,0.4876,0.4171,1.98683462,1.557465222,43.77241325,Not Bloom,0.0705,1.48334,NON_BLOOM
1.48334,27,16586.33621,36.58633621,6.063282479,21.54814443,0,0.7244,0.5712,1.98746733,1.485792905,32.85437121,Not Bloom,0.1532,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,1.02694,
1.02694,26.405,16407.39583,36.40739583,1.387707542,-24.91225939,0,0.5474,0.4636,1.396471931,0.685004055,64.0501618,Not Bloom,0.0838,6.05729,NON_BLOOM
6.05729,26.295,16387.40517,36.38740517,0.636226638,-169.676786,0.00001,0.7779,0.8303,1.37883984,0.274369226,83.61013322,Not Bloom,-0.0524,9.12208,NON_BLOOM
9.12208,26.63,16452.1875,36.4521875,2.365570782,162.3221248,0,0.7118,0.824,1.330825963,0.224970677,77.34145683,Not Bloom,-0.1122,4.11539,NON_BLOOM
4.11539,27.28,16630.75,36.63075,1.418967095,21.83775862,0.00018,0.4502,0.4872,1.382704363,0.342451335,87.96466922,Not Bloom,-0.037,3.00625,NON_BLOOM
3.00625,25.555,16667.41667,36.66741667,2.030273244,-26.39759902,0.00134,0.5561,0.7125,1.370122409,0.552147323,106.6958343,Not Bloom,-0.1564,1.99662,NON_BLOOM
1.99662,23.16,16621.06667,36.62106667,2.958513482,-50.51488469,0.00322,0.4754,0.6282,1.338893355,1.32123916,114.5391146,Not Bloom,-0.1528,4.50754,NON_BLOOM
4.50754,23.225,16496.42593,36.49642593,2.012058655,50.99331969,0.00009,0.305,0.2917,1.349520684,1.612954716,103.1976422,Not Bloom,0.0133,2.7527,NON_BLOOM
2.7527,25.345,16517.9625,36.5179625,3.278906313,32.50375818,0.00036,0.4046,0.33,1.332628199,1.558876242,79.1563541,Not Bloom,0.0746,1.90823,NON_BLOOM
1.90823,26.73,16577.30603,36.57730603,6.202971331,27.18838841,0,0.5092,0.3904,1.316426666,1.574540718,61.35256111,Not Bloom,0.1188,1.25944,NON_BLOOM
1.25944,28.155,16559.81667,36.55981667,4.265358204,30.77754333,0,0.4836,0.3482,1.449785125,1.785375,58.17975858,Not Bloom,0.1354,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,5.31662,
5.31662,25.38,16537.43333,36.53743333,0.61388909,-148.0806098,0.00269,0.3311,0.4382,1.434973141,1.160450403,63.9009987,Not Bloom,-0.1071,2.15633,NON_BLOOM
2.15633,23.01,16510.93333,36.51093333,0.954860487,170.7859458,0.00178,0.5267,0.6725,1.484148886,1.454073779,60.90025367,Not Bloom,-0.1458,4.23502,NON_BLOOM
4.23502,22.62,16491.81481,36.49181481,0.716374399,46.51672894,0.00281,0.3667,0.432,1.604673297,1.685809441,57.59661538,Not Bloom,-0.0653,3.04007,NON_BLOOM
3.04007,24.195,16450.8,36.4508,2.786471206,51.31480778,0.00041,0.4006,0.3054,1.642735851,1.709498993,50.57690918,Not Bloom,0.0952,2.72127,NON_BLOOM
2.72127,26.16,16516.68966,36.51668966,2.224748333,43.78910438,0,0.4279,0.3713,1.654822498,1.64370622,29.71832355,Not Bloom,0.0566,1.9727,NON_BLOOM
1.9727,27.13,16511.86667,36.51186667,2.099870118,14.20121164,0,0.4339,0.5893,1.61242587,1.629003828,26.96964617,Not Bloom,-0.1554,,NON_BLOOM
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,,
,,,20,,,,,,,,,,,4.53203,
4.53203,26.555,16233.55172,36.23355172,2.934294377,-3.888061487,0,0.5694,0.5902,1.602616784,0.532692975,122.2818028,Not Bloom,-0.0208,17.78302,BLOOM
17.78302,26.685,16285.9,36.2859,1.684153936,14.63828515,0,0.4777,0.5589,1.607068317,0.459416901,130.2634705,Bloom,-0.0812,9.41279,NON_BLOOM
9.41279,26.26,16440.34483,36.44034483,0.588516543,18.22193279,0.00001,0.5169,0.6355,1.560913806,0.494137858,123.3251902,Not Bloom,-0.1186,4.58478,NON_BLOOM
4.58478,24.7,16439.9,36.4399,0.238219375,1.888274708,0.00042,0.4478,0.6133,1.585214398,0.709523021,97.77048729,Not Bloom,-0.1655,3.37517,NON_BLOOM
3.37517,22.885,16377.16667,36.37716667,0.884623822,63.17964842,0.00011,0.4819,0.6078,1.603076253,1.369219415,76.47059026,Not Bloom,-0.1259,5.4242,NON_BLOOM
5.4242,23.77,16380.85185,36.38085185,1.360550481,48.8096649,0.00026,0.2472,0.2069,1.444013985,1.460544276,76.42850887,Not Bloom,0.0403,3.1899,NON_BLOOM
